   MQ-3 (Alcohol Sensor)(mg/L), MQ-4 (Methane Sensor)(ppm), MQ-7 (CO Sensor)(ppm), MQ-8 (Hydrogen Sensor)(ppm), MQ-9 (CO Sensor)(ppm), MQ-135 (Air Quality Sensor)(ppm), Timestamp
38.18,346.68,264.65,278.32,287.11,203.13,0:30:58
38.28,347.66,265.63,279.3,289.06,205.08,0:31:02
37.99,345.7,263.67,277.34,287.11,204.1,0:31:06
38.48,349.61,266.6,280.27,290.04,206.05,0:31:10
38.67,352.54,269.53,283.2,291.99,208.98,0:31:14
39.16,357.42,275.39,288.09,297.85,214.84,0:31:18
39.75,363.28,282.23,294.92,303.71,222.66,0:31:22
35.55,320.31,233.4,247.07,256.84,169.92,0:31:26
38.48,351.56,266.6,282.23,285.16,205.08,0:31:30
39.75,364.26,282.23,295.9,304.69,221.68,0:31:34
38.87,354.49,271.48,285.16,293.95,210.94,0:31:38
39.45,360.35,279.3,291.99,301.76,219.73,0:31:42
39.45,360.35,279.3,292.97,301.76,221.68,0:31:47
37.7,342.77,258.79,271.48,281.25,198.24,0:31:51
37.4,339.84,253.91,267.58,277.34,192.38,0:31:55
36.52,331.05,244.14,258.79,267.58,181.64,0:31:59
36.72,333.01,247.07,262.7,271.48,184.57,0:32:03
36.62,332.03,247.07,261.72,270.51,185.55,0:32:07
37.01,334.96,249.02,264.65,273.44,187.5,0:32:11
37.7,341.8,255.86,271.48,279.3,194.34,0:32:15
36.82,332.03,247.07,261.72,269.53,185.55,0:32:19
36.62,330.08,244.14,258.79,267.58,182.62,0:32:23
36.72,330.08,245.12,259.77,267.58,182.62,0:32:27
36.82,331.05,245.12,260.74,267.58,182.62,0:32:31
36.62,329.1,245.12,259.77,267.58,182.62,0:32:35
36.82,331.05,246.09,260.74,268.55,183.59,0:32:39
37.01,332.03,248.05,261.72,269.53,185.55,0:32:43
37.11,332.03,249.02,262.7,270.51,186.52,0:32:47
38.09,342.77,260.74,274.41,281.25,200.2,0:32:51
37.5,336.91,253.91,266.6,274.41,192.38,0:32:55
37.4,334.96,251.95,264.65,272.46,189.45,0:33:00
37.4,335.94,251.95,264.65,272.46,190.43,0:33:04
37.6,337.89,253.91,266.6,275.39,192.38,0:33:08
37.21,333.01,249.02,261.72,269.53,186.52,0:33:12
37.6,336.91,253.91,265.63,274.41,191.41,0:33:16
37.01,330.08,246.09,257.81,266.6,183.59,0:33:20
36.91,329.1,245.12,256.84,265.63,182.62,0:33:24
36.91,329.1,245.12,256.84,264.65,182.62,0:33:28
36.82,328.13,244.14,255.86,264.65,181.64,0:33:32
36.82,328.13,244.14,255.86,263.67,181.64,0:33:36
36.72,327.15,243.16,254.88,262.7,180.66,0:33:40
36.72,326.17,243.16,254.88,262.7,180.66,0:33:44
36.72,326.17,243.16,254.88,262.7,180.66,0:33:48
36.82,327.15,244.14,254.88,263.67,181.64,0:33:52
36.91,328.13,244.14,254.88,263.67,181.64,0:33:56
36.91,328.13,244.14,254.88,263.67,182.62,0:34:00
36.52,324.22,241.21,251.95,260.74,179.69,0:34:04
36.62,325.2,242.19,251.95,260.74,179.69,0:34:09
36.91,328.13,245.12,254.88,263.67,183.59,0:34:13
37.01,329.1,245.12,255.86,263.67,183.59,0:34:17
37.01,329.1,246.09,255.86,263.67,183.59,0:34:21
37.01,329.1,246.09,255.86,263.67,183.59,0:34:25
37.01,328.13,245.12,254.88,262.7,182.62,0:34:29
37.01,328.13,245.12,254.88,262.7,183.59,0:34:33
37.11,328.13,246.09,254.88,263.67,183.59,0:34:37
37.21,329.1,248.05,256.84,264.65,185.55,0:34:41
37.4,335.94,249.02,257.81,265.63,187.5,0:34:45
37.6,333.01,251.95,260.74,268.55,191.41,0:34:49
37.4,331.05,250,257.81,266.6,188.48,0:34:53
37.79,335.94,254.88,262.7,271.48,194.34,0:34:57
37.3,331.05,250,257.81,266.6,188.48,0:35:01
37.4,333.01,250.98,258.79,267.58,189.45,0:35:05
37.4,333.01,250.98,258.79,267.58,190.43,0:35:09
37.5,333.98,251.95,259.77,268.55,191.41,0:35:13
37.11,330.08,248.05,254.88,264.65,186.52,0:35:17
37.01,330.08,247.07,253.91,263.67,185.55,0:35:22
37.01,330.08,247.07,254.88,263.67,185.55,0:35:26
37.01,330.08,247.07,254.88,263.67,186.52,0:35:30
37.11,330.08,247.07,254.88,263.67,186.52,0:35:34
37.11,331.05,247.07,254.88,263.67,186.52,0:35:38
37.01,330.08,247.07,253.91,263.67,186.52,0:35:42
37.11,331.05,248.05,254.88,263.67,186.52,0:35:46
37.11,331.05,248.05,254.88,264.65,187.5,0:35:50
37.01,330.08,247.07,253.91,262.7,185.55,0:35:54
36.91,329.1,246.09,252.93,261.72,185.55,0:35:58
36.91,329.1,245.12,252.93,261.72,184.57,0:36:02
36.82,328.13,245.12,251.95,261.72,184.57,0:36:06
36.82,328.13,245.12,251.95,260.74,184.57,0:36:10
36.72,327.15,244.14,250.98,259.77,183.59,0:36:14
36.91,328.13,246.09,252.93,261.72,185.55,0:36:18
36.82,328.13,245.12,251.95,260.74,184.57,0:36:22
36.82,328.13,246.09,251.95,260.74,185.55,0:36:26
36.91,329.1,246.09,252.93,261.72,185.55,0:36:30
36.82,328.13,246.09,251.95,260.74,185.55,0:36:35
36.82,328.13,246.09,251.95,260.74,185.55,0:36:39
36.91,329.1,246.09,251.95,261.72,186.52,0:36:43
36.91,329.1,247.07,252.93,261.72,186.52,0:36:47
36.91,329.1,247.07,252.93,261.72,187.5,0:36:51
37.11,332.03,250.98,256.84,265.63,192.38,0:36:55
36.82,328.13,247.07,251.95,260.74,187.5,0:36:59
36.82,329.1,247.07,251.95,261.72,187.5,0:37:03
36.72,327.15,245.12,250,259.77,185.55,0:37:07
36.72,328.13,245.12,250,259.77,185.55,0:37:11
36.62,328.13,245.12,250,259.77,185.55,0:37:15
36.82,329.1,247.07,251.95,260.74,187.5,0:37:19
36.91,330.08,249.02,253.91,262.7,189.45,0:37:23
36.91,330.08,248.05,252.93,262.7,189.45,0:37:27
36.82,329.1,247.07,251.95,261.72,188.48,0:37:31
36.62,327.15,246.09,250,259.77,186.52,0:37:35
36.62,326.17,244.14,249.02,258.79,184.57,0:37:39
36.52,325.2,244.14,249.02,257.81,184.57,0:37:44
36.52,326.17,244.14,249.02,258.79,184.57,0:37:48
36.62,327.15,244.14,249.02,258.79,184.57,0:37:52
36.62,328.13,244.14,250,258.79,185.55,0:37:56
36.62,327.15,244.14,250,258.79,185.55,0:38:00
36.52,327.15,245.12,250,258.79,185.55,0:38:04
36.72,328.13,246.09,250.98,259.77,186.52,0:38:08
36.43,325.2,243.16,248.05,256.84,183.59,0:38:12
36.43,326.17,243.16,248.05,256.84,184.57,0:38:16
36.52,327.15,244.14,249.02,257.81,185.55,0:38:20
36.52,327.15,244.14,249.02,257.81,185.55,0:38:24
36.52,327.15,245.12,249.02,257.81,185.55,0:38:28
36.43,326.17,243.16,248.05,256.84,184.57,0:38:32
36.43,326.17,243.16,248.05,256.84,184.57,0:38:36
36.43,326.17,244.14,248.05,256.84,185.55,0:38:40
36.23,324.22,242.19,246.09,254.88,184.57,0:38:44
36.43,326.17,244.14,248.05,256.84,186.52,0:38:48
36.52,327.15,246.09,249.02,257.81,187.5,0:38:52
36.52,328.13,247.07,250,258.79,188.48,0:38:57
36.04,323.24,242.19,245.12,253.91,184.57,0:39:01
36.13,323.24,242.19,245.12,253.91,183.59,0:39:05
36.43,327.15,244.14,248.05,256.84,185.55,0:39:09
36.04,324.22,243.16,246.09,254.88,185.55,0:39:13
36.04,323.24,243.16,246.09,254.88,185.55,0:39:17
36.13,325.2,244.14,247.07,255.86,187.5,0:39:21
35.64,319.34,238.28,241.21,250,181.64,0:39:25
35.35,317.38,236.33,239.26,249.02,179.69,0:39:29
35.55,319.34,237.3,240.23,250,180.66,0:39:33
35.74,320.31,238.28,241.21,250.98,180.66,0:39:37
35.64,321.29,238.28,241.21,250.98,180.66,0:39:41
35.94,324.22,240.23,243.16,252.93,182.62,0:39:45
35.84,323.24,240.23,243.16,252.93,182.62,0:39:49
35.84,323.24,239.26,243.16,251.95,181.64,0:39:53
35.45,320.31,237.3,241.21,250,180.66,0:39:57
35.74,323.24,239.26,243.16,251.95,182.62,0:40:01
34.96,315.43,234.38,238.28,247.07,178.71,0:40:06
35.74,323.24,239.26,243.16,251.95,182.62,0:40:10
35.64,322.27,239.26,242.19,251.95,182.62,0:40:14
35.35,320.31,237.3,241.21,250,180.66,0:40:18
35.06,317.38,235.35,239.26,248.05,179.69,0:40:22
35.45,321.29,238.28,241.21,250.98,181.64,0:40:26
35.25,319.34,236.33,240.23,249.02,180.66,0:40:30
35.45,323.24,238.28,242.19,250.98,181.64,0:40:34
34.96,318.36,234.38,239.26,247.07,178.71,0:40:38
34.77,317.38,234.38,238.28,246.09,178.71,0:40:42
34.96,319.34,235.35,239.26,247.07,179.69,0:40:46
34.96,319.34,235.35,239.26,248.05,179.69,0:40:50
35.16,322.27,236.33,241.21,249.02,180.66,0:40:54
35.06,321.29,235.35,240.23,249.02,179.69,0:40:58
34.86,319.34,234.38,239.26,247.07,178.71,0:41:02
35.35,324.22,237.3,242.19,250.98,180.66,0:41:06
35.45,326.17,238.28,244.14,251.95,181.64,0:41:10
35.64,327.15,239.26,246.09,253.91,182.62,0:41:14
35.64,327.15,240.23,246.09,253.91,183.59,0:41:19
35.74,328.13,240.23,247.07,254.88,183.59,0:41:23
35.55,326.17,239.26,245.12,252.93,182.62,0:41:27
35.25,323.24,237.3,243.16,250.98,180.66,0:41:31
35.35,324.22,237.3,244.14,250.98,181.64,0:41:35
35.35,324.22,238.28,244.14,251.95,182.62,0:41:39
35.25,323.24,237.3,243.16,250.98,181.64,0:41:43
35.45,325.2,239.26,245.12,251.95,182.62,0:41:47
35.45,325.2,239.26,245.12,251.95,183.59,0:41:51
35.55,327.15,240.23,246.09,253.91,183.59,0:41:55
35.64,327.15,240.23,247.07,253.91,184.57,0:41:59
35.55,327.15,240.23,246.09,253.91,184.57,0:42:03
35.84,329.1,243.16,249.02,256.84,186.52,0:42:07
36.04,331.05,244.14,250.98,257.81,188.48,0:42:11
36.04,331.05,244.14,250.98,257.81,188.48,0:42:15
36.13,332.03,245.12,251.95,259.77,189.45,0:42:19
36.23,333.01,247.07,252.93,260.74,190.43,0:42:23
36.52,335.94,250,256.84,264.65,194.34,0:42:27
36.52,334.96,250,255.86,263.67,194.34,0:42:32
37.79,348.63,264.65,270.51,278.32,209.96,0:42:36
36.62,336.91,251.95,257.81,264.65,197.27,0:42:40
36.82,338.87,253.91,259.77,266.6,199.22,0:42:44
36.23,333.01,247.07,252.93,259.77,191.41,0:42:48
35.84,329.1,243.16,249.02,255.86,187.5,0:42:52
35.94,330.08,244.14,250,256.84,188.48,0:42:56
36.04,332.03,244.14,250.98,257.81,189.45,0:43:00
36.13,333.01,246.09,251.95,258.79,190.43,0:43:04
36.23,333.98,248.05,253.91,260.74,191.41,0:43:08
37.89,350.59,266.6,272.46,279.3,212.89,0:43:12
38.28,355.47,272.46,278.32,285.16,219.73,0:43:16
37.79,349.61,266.6,270.51,277.34,211.91,0:43:20
37.4,345.7,261.72,266.6,274.41,207.03,0:43:24
37.89,351.56,267.58,272.46,280.27,214.84,0:43:28
37.3,346.68,261.72,265.63,274.41,207.03,0:43:32
38.67,359.38,277.34,281.25,289.06,224.61,0:43:36
37.21,344.73,259.77,264.65,272.46,206.05,0:43:41
36.52,336.91,250,255.86,261.72,195.31,0:43:45
35.35,325.2,237.3,241.21,250,181.64,0:43:49
36.72,340.82,253.91,258.79,266.6,200.2,0:43:53
36.33,335.94,250,254.88,262.7,195.31,0:43:57
35.84,332.03,243.16,250,257.81,188.48,0:44:01
35.84,333.01,243.16,250,257.81,188.48,0:44:05
35.84,333.01,243.16,250,256.84,187.5,0:44:09
35.74,331.05,242.19,249.02,255.86,186.52,0:44:13
35.84,332.03,243.16,250,256.84,187.5,0:44:17
35.94,332.03,243.16,250,256.84,187.5,0:44:21
35.94,332.03,243.16,250,256.84,186.52,0:44:25
36.04,333.01,244.14,250.98,257.81,188.48,0:44:29
36.13,333.01,245.12,251.95,258.79,188.48,0:44:33
36.13,333.01,245.12,251.95,258.79,188.48,0:44:37
36.13,332.03,244.14,250.98,257.81,188.48,0:44:41
36.13,332.03,244.14,250.98,256.84,187.5,0:44:45
36.33,333.01,246.09,251.95,258.79,189.45,0:44:49
36.33,333.98,246.09,252.93,259.77,190.43,0:44:54
36.43,334.96,248.05,253.91,260.74,191.41,0:44:58
36.82,337.89,250.98,257.81,263.67,196.29,0:45:02
36.62,336.91,250,255.86,262.7,194.34,0:45:06
36.82,337.89,250.98,256.84,263.67,196.29,0:45:10
36.43,333.98,248.05,252.93,259.77,192.38,0:45:14
36.62,335.94,250,254.88,261.72,194.34,0:45:18
36.91,339.84,252.93,257.81,264.65,198.24,0:45:22
37.21,342.77,256.84,261.72,268.55,202.15,0:45:26
37.11,340.82,255.86,259.77,266.6,200.2,0:45:30
37.5,344.73,259.77,263.67,270.51,205.08,0:45:34
36.82,339.84,252.93,257.81,264.65,199.22,0:45:38
37.79,349.61,264.65,268.55,276.37,210.94,0:45:42
37.4,344.73,259.77,263.67,270.51,205.08,0:45:46
38.09,353.52,268.55,272.46,280.27,215.82,0:45:50
37.89,350.59,265.63,269.53,277.34,212.89,0:45:54
37.79,351.56,266.6,270.51,277.34,212.89,0:45:58
37.89,352.54,268.55,271.48,279.3,214.84,0:46:03
37.7,350.59,264.65,268.55,276.37,211.91,0:46:07
37.7,350.59,264.65,268.55,275.39,211.91,0:46:11
38.18,356.45,271.48,275.39,282.23,218.75,0:46:15
38.28,357.42,272.46,276.37,284.18,219.73,0:46:19
36.33,338.87,250,253.91,261.72,196.29,0:46:23
37.6,352.54,265.63,269.53,276.37,212.89,0:46:27
35.84,334.96,244.14,249.02,256.84,189.45,0:46:31
37.99,356.45,268.55,274.41,281.25,215.82,0:46:35
34.96,326.17,232.42,239.26,246.09,177.73,0:46:39
34.47,321.29,226.56,234.38,240.23,169.92,0:46:43
34.67,322.27,228.52,236.33,243.16,172.85,0:46:47
34.28,317.38,222.66,230.47,237.3,166.02,0:46:51
34.57,320.31,225.59,234.38,240.23,168.95,0:46:55
34.86,322.27,227.54,237.3,242.19,170.9,0:46:59
34.38,316.41,222.66,231.45,236.33,165.04,0:47:03
34.57,317.38,223.63,233.4,238.28,166.02,0:47:07
34.77,318.36,225.59,235.35,239.26,167.97,0:47:11
34.96,318.36,227.54,236.33,240.23,169.92,0:47:16
35.06,319.34,560.55,237.3,241.21,170.9,0:47:20
35.06,319.34,554.69,237.3,241.21,170.9,0:47:24
36.33,331.05,553.71,250,254.88,186.52,0:47:28
34.96,316.41,554.69,233.4,238.28,168.95,0:47:32
35.16,318.36,547.85,235.35,240.23,171.88,0:47:36
36.23,330.08,550.78,249.02,253.91,185.55,0:47:40
34.28,308.59,532.23,224.61,229.49,160.16,0:47:44
34.38,309.57,541.02,216.8,230.47,160.16,0:47:48
34.38,309.57,551.76,225.59,230.47,161.13,0:47:52
34.47,310.55,547.85,225.59,231.45,161.13,0:47:56
34.57,310.55,541.99,226.56,231.45,161.13,0:48:00
34.67,310.55,538.09,226.56,231.45,162.11,0:48:04
34.57,308.59,218.75,225.59,229.49,161.13,0:48:08
34.47,307.62,218.75,223.63,228.52,160.16,0:48:12
34.77,309.57,220.7,225.59,230.47,161.13,0:48:16
34.77,310.55,220.7,225.59,231.45,161.13,0:48:20
34.86,310.55,220.7,225.59,230.47,161.13,0:48:24
34.86,310.55,220.7,226.56,230.47,162.11,0:48:29
34.96,310.55,220.7,226.56,230.47,162.11,0:48:33
35.06,310.55,221.68,226.56,231.45,162.11,0:48:37
35.06,310.55,221.68,226.56,231.45,163.09,0:48:41
35.16,311.52,222.66,226.56,231.45,163.09,0:48:45
35.16,311.52,222.66,226.56,231.45,163.09,0:48:49
35.84,318.36,230.47,234.38,239.26,171.88,0:48:53
36.33,323.24,236.33,239.26,245.12,178.71,0:48:57
35.55,314.45,226.56,229.49,234.38,167.97,0:49:01
35.64,315.43,228.52,230.47,236.33,169.92,0:49:05
36.33,323.24,237.3,239.26,244.14,179.69,0:49:09
35.45,313.48,226.56,228.52,233.4,167.97,0:49:13
35.84,317.38,230.47,231.45,237.3,171.88,0:49:17
35.84,318.36,230.47,232.42,238.28,172.85,0:49:21
36.43,324.22,238.28,239.26,245.12,180.66,0:49:25
35.94,319.34,233.4,233.4,239.26,174.8,0:49:29
35.55,315.43,227.54,228.52,234.38,169.92,0:49:33
35.74,317.38,229.49,230.47,236.33,171.88,0:49:38
36.13,322.27,235.35,236.33,242.19,177.73,0:49:42
35.64,317.38,229.49,230.47,236.33,171.88,0:49:46
36.04,321.29,234.38,234.38,240.23,176.76,0:49:50
36.04,321.29,234.38,234.38,241.21,176.76,0:49:54
36.04,321.29,234.38,234.38,241.21,176.76,0:49:58
36.04,322.27,234.38,234.38,241.21,176.76,0:50:02
36.13,322.27,235.35,235.35,242.19,178.71,0:50:06
36.13,323.24,235.35,235.35,242.19,178.71,0:50:10
36.23,323.24,236.33,236.33,242.19,178.71,0:50:14
36.13,322.27,235.35,235.35,242.19,177.73,0:50:18
36.13,323.24,236.33,235.35,242.19,178.71,0:50:22
36.04,322.27,234.38,234.38,241.21,177.73,0:50:26
36.04,322.27,235.35,234.38,241.21,177.73,0:50:30
36.04,321.29,234.38,234.38,240.23,177.73,0:50:34
36.13,322.27,235.35,235.35,242.19,178.71,0:50:38
36.23,324.22,236.33,236.33,243.16,180.66,0:50:42
36.23,323.24,237.3,237.3,244.14,180.66,0:50:46
36.23,324.22,238.28,237.3,243.16,181.64,0:50:51
36.13,323.24,237.3,236.33,242.19,180.66,0:50:55
35.64,318.36,230.47,229.49,236.33,172.85,0:50:59
35.55,317.38,228.52,228.52,234.38,171.88,0:51:03
35.64,318.36,229.49,229.49,236.33,172.85,0:51:07
35.74,320.31,231.45,231.45,237.3,174.8,0:51:11
35.84,321.29,233.4,232.42,239.26,175.78,0:51:15
36.13,325.2,237.3,236.33,243.16,180.66,0:51:19
36.23,325.2,238.28,237.3,244.14,181.64,0:51:23
36.23,326.17,238.28,237.3,244.14,181.64,0:51:27
36.23,325.2,237.3,237.3,243.16,181.64,0:51:31
36.23,325.2,237.3,237.3,243.16,181.64,0:51:35
36.23,325.2,237.3,236.33,242.19,180.66,0:51:39
36.23,326.17,239.26,237.3,244.14,182.62,0:51:43
36.23,325.2,230.47,236.33,243.16,181.64,0:51:47
35.74,320.31,232.42,231.45,237.3,175.78,0:51:51
36.13,324.22,237.3,235.35,242.19,180.66,0:51:55
36.33,327.15,240.23,239.26,245.12,184.57,0:52:00
36.13,324.22,238.28,236.33,242.19,181.64,0:52:04
36.23,325.2,239.26,237.3,244.14,183.59,0:52:08
36.04,324.22,237.3,236.33,242.19,182.62,0:52:12
36.23,326.17,240.23,238.28,245.12,185.55,0:52:16
36.33,328.13,243.16,241.21,248.05,189.45,0:52:20
36.62,331.05,246.09,244.14,250,191.41,0:52:24
36.82,333.01,248.05,246.09,251.95,194.34,0:52:28
36.43,330.08,244.14,242.19,247.07,188.48,0:52:32
36.04,326.17,240.23,237.3,244.14,185.55,0:52:36
36.33,329.1,243.16,240.23,247.07,188.48,0:52:40
36.82,334.96,250,247.07,253.91,196.29,0:52:44
36.52,332.03,247.07,244.14,250.98,193.36,0:52:48
35.35,319.34,232.42,229.49,237.3,176.76,0:52:52
35.64,323.24,238.28,236.33,243.16,184.57,0:52:56
35.64,324.22,241.21,239.26,245.12,188.48,0:53:00
35.74,325.2,239.26,236.33,243.16,185.55,0:53:04
35.55,323.24,238.28,235.35,243.16,185.55,0:53:08
35.35,322.27,237.3,234.38,241.21,183.59,0:53:13
35.64,325.2,238.28,235.35,243.16,184.57,0:53:17
35.55,324.22,238.28,235.35,242.19,184.57,0:53:21
35.94,329.1,243.16,241.21,248.05,190.43,0:53:25
34.86,318.36,234.38,232.42,239.26,182.62,0:53:29
35.55,325.2,239.26,236.33,243.16,185.55,0:53:33
35.74,328.13,240.23,238.28,245.12,187.5,0:53:37
34.38,315.43,232.42,229.49,236.33,181.64,0:53:41
34.86,319.34,232.42,229.49,236.33,178.71,0:53:45
33.69,308.59,223.63,221.68,228.52,172.85,0:53:49
34.57,318.36,230.47,227.54,235.35,177.73,0:53:53
34.96,323.24,233.4,231.45,238.28,180.66,0:53:57
36.13,334.96,245.12,244.14,250.98,192.38,0:54:01
35.64,330.08,242.19,241.21,248.05,190.43,0:54:05
36.72,341.8,251.95,250.98,257.81,199.22,0:54:09
37.3,347.66,258.79,257.81,265.63,207.03,0:54:13
35.84,332.03,243.16,242.19,249.02,190.43,0:54:17
34.96,324.22,236.33,236.33,243.16,184.57,0:54:21
34.38,316.41,230.47,229.49,236.33,178.71,0:54:26
34.67,321.29,238.28,237.3,244.14,188.48,0:54:30
35.84,332.03,248.05,245.12,251.95,195.31,0:54:34
34.47,318.36,232.42,230.47,237.3,180.66,0:54:38
33.69,311.52,227.54,224.61,232.42,177.73,0:54:42
34.08,313.48,229.49,228.52,235.35,180.66,0:54:46
36.72,340.82,254.88,251.95,258.79,203.13,0:54:50
36.52,340.82,250.98,249.02,256.84,199.22,0:54:54
36.91,344.73,256.84,255.86,262.7,205.08,0:54:58
35.16,328.13,242.19,240.23,247.07,191.41,0:55:02
35.16,327.15,240.23,238.28,246.09,189.45,0:55:06
36.43,338.87,250,249.02,255.86,198.24,0:55:10
36.72,342.77,252.93,251.95,258.79,201.17,0:55:14
36.33,339.84,249.02,249.02,255.86,196.29,0:55:18
36.82,343.75,252.93,252.93,259.77,199.22,0:55:22
36.52,340.82,250.98,251.95,257.81,199.22,0:55:26
37.11,345.7,257.81,257.81,264.65,206.05,0:55:30
36.43,339.84,250.98,250.98,256.84,198.24,0:55:35
37.21,346.68,258.79,258.79,264.65,206.05,0:55:39
35.64,330.08,239.26,240.23,246.09,186.52,0:55:43
35.74,331.05,240.23,239.26,246.09,186.52,0:55:47
36.91,342.77,254.88,254.88,261.72,203.13,0:55:51
35.94,332.03,242.19,242.19,248.05,187.5,0:55:55
37.21,345.7,258.79,258.79,264.65,207.03,0:55:59
37.11,344.73,256.84,256.84,262.7,205.08,0:56:03
37.6,349.61,263.67,262.7,267.58,211.91,0:56:07
36.52,338.87,251.95,249.02,255.86,198.24,0:56:11
37.6,349.61,264.65,262.7,268.55,213.87,0:56:15
37.5,348.63,263.67,261.72,267.58,211.91,0:56:19
34.47,318.36,228.52,226.56,235.35,178.71,0:56:23
35.84,332.03,243.16,242.19,249.02,191.41,0:56:27
33.59,311.52,224.61,223.63,229.49,173.83,0:56:31
33.79,312.5,227.54,226.56,232.42,176.76,0:56:35
34.08,315.43,230.47,228.52,235.35,180.66,0:56:39
34.77,323.24,240.23,238.28,244.14,191.41,0:56:43
35.74,332.03,251.95,250,255.86,204.1,0:56:48
35.64,332.03,250,246.09,252.93,200.2,0:56:52
34.28,318.36,237.3,233.4,240.23,188.48,0:56:56
36.04,336.91,249.02,247.07,253.91,199.22,0:57:00
37.21,348.63,262.7,259.77,266.6,212.89,0:57:04
36.13,340.82,257.81,255.86,261.72,210.94,0:57:08
35.74,335.94,254.88,251.95,257.81,207.03,0:57:12
36.04,338.87,258.79,249.02,256.84,203.13,0:57:16
35.45,333.01,243.16,241.21,249.02,192.38,0:57:20
35.06,329.1,237.3,236.33,243.16,185.55,0:57:24
35.25,332.03,239.26,239.26,246.09,188.48,0:57:28
35.45,334.96,242.19,243.16,249.02,191.41,0:57:32
35.25,332.03,240.23,240.23,247.07,188.48,0:57:36
35.35,332.03,240.23,241.21,247.07,188.48,0:57:40
35.35,333.01,240.23,242.19,248.05,188.48,0:57:44
35.45,333.01,241.21,242.19,248.05,189.45,0:57:48
35.45,332.03,240.23,241.21,247.07,188.48,0:57:52
35.64,333.98,242.19,244.14,249.02,190.43,0:57:57
35.84,333.01,243.16,244.14,250,190.43,0:58:01
35.74,334.96,243.16,245.12,250,191.41,0:58:05
35.64,333.98,242.19,244.14,249.02,190.43,0:58:09
35.74,333.98,243.16,244.14,250,190.43,0:58:13
35.74,334.96,243.16,245.12,250,191.41,0:58:17
35.84,334.96,244.14,245.12,250,192.38,0:58:21
35.84,334.96,244.14,245.12,250,191.41,0:58:25
35.84,333.98,243.16,244.14,249.02,191.41,0:58:29
35.84,333.98,243.16,244.14,249.02,190.43,0:58:33
35.74,333.01,242.19,243.16,248.05,189.45,0:58:37
35.84,333.98,243.16,244.14,249.02,190.43,0:58:41
35.84,333.98,242.19,243.16,248.05,190.43,0:58:45
35.84,333.98,243.16,244.14,249.02,191.41,0:58:49
35.94,334.96,244.14,245.12,250,191.41,0:58:53
35.74,333.01,242.19,242.19,247.07,189.45,0:58:57
35.74,332.03,241.21,241.21,246.09,188.48,0:59:01
35.84,333.98,242.19,243.16,248.05,189.45,0:59:05
36.04,334.96,245.12,245.12,250,192.38,0:59:10
37.3,347.66,259.77,259.77,264.65,208.98,0:59:14
37.11,345.7,257.81,257.81,262.7,208.01,0:59:18
34.08,314.45,223.63,222.66,227.54,169.92,0:59:22
35.84,333.01,244.14,243.16,249.02,192.38,0:59:26
36.72,341.8,253.91,252.93,257.81,201.17,0:59:30
36.23,337.89,249.02,249.02,253.91,198.24,0:59:34
37.01,344.73,256.84,255.86,261.72,206.05,0:59:38
36.91,344.73,257.81,255.86,261.72,207.03,0:59:42
36.62,342.77,256.84,254.88,262.7,208.01,0:59:46
38.18,358.4,270.51,271.48,277.34,224.61,0:59:50
36.43,340.82,251.95,250,255.86,201.17,0:59:54
36.33,338.87,250.98,249.02,254.88,200.2,0:59:58
36.72,343.75,254.88,253.91,259.77,205.08,1:00:02
36.72,343.75,255.86,253.91,259.77,205.08,1:00:06
35.45,331.05,241.21,239.26,245.12,189.45,1:00:10
36.33,340.82,250.98,250,255.86,200.2,1:00:14
37.7,355.47,267.58,265.63,271.48,217.77,1:00:18
35.55,333.01,243.16,242.19,248.05,193.36,1:00:23
34.57,323.24,231.45,229.49,235.35,178.71,1:00:27
36.72,345.7,255.86,254.88,260.74,205.08,1:00:31
35.35,331.05,240.23,239.26,245.12,189.45,1:00:35
35.16,330.08,238.28,235.35,241.21,185.55,1:00:39
36.62,343.75,254.88,253.91,259.77,204.1,1:00:43
35.64,334.96,243.16,243.16,248.05,191.41,1:00:47
35.45,333.01,241.21,241.21,245.12,188.48,1:00:51
35.55,334.96,241.21,241.21,247.07,189.45,1:00:55
35.64,334.96,243.16,243.16,248.05,191.41,1:00:59
35.64,334.96,242.19,243.16,248.05,191.41,1:01:03
35.64,333.98,242.19,243.16,248.05,190.43,1:01:07
35.55,332.03,241.21,241.21,246.09,189.45,1:01:11
35.55,332.03,241.21,241.21,246.09,188.48,1:01:15
35.25,329.1,237.3,237.3,242.19,185.55,1:01:19
35.55,331.05,240.23,240.23,245.12,188.48,1:01:23
35.64,332.03,241.21,241.21,246.09,188.48,1:01:27
